marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix,Bonus/Malus,Rejet,Cout Energie
mini,Copper 1.6 16V,115,courte,5,5,gris,false,18200,-3000,21,126
mini,Copper 1.6 16V,115,courte,5,5,bleu,false,18200,-3000,21,126
mini,Copper 1.6 16V,115,courte,5,5,rouge,false,18200,-3000,21,126
mini,Copper 1.6 16V,115,courte,5,5,blanc,true,12740,-3000,21,126
mini,Copper 1.6 16V,115,courte,5,5,blanc,false,18200,-3000,21,126
mini,Copper 1.6 16V,115,courte,5,5,noir,false,18200,-3000,21,126
nissan,Primera 1.6,109,longue,5,5,rouge,false,18650,5802,160,681
nissan,Primera 1.6,109,longue,5,5,gris,false,18650,5802,160,681
nissan,Primera 1.6,109,longue,5,5,blanc,false,18650,5802,160,681
nissan,Primera 1.6,109,longue,5,5,noir,false,18650,5802,160,681
nissan,Primera 1.6,109,longue,5,5,bleu,false,18650,5802,160,681
nissan,Almera 1.8,115,moyenne,5,5,blanc,false,16450,5802,160,681
nissan,Maxima 3.0 V6,200,très longue,5,5,gris,false,30000,5802,160,681
nissan,Maxima 3.0 V6,200,très longue,5,5,bleu,false,30000,5802,160,681
nissan,Maxima 3.0 V6,200,très longue,5,5,rouge,false,30000,5802,160,681
nissan,Maxima 3.0 V6,200,très longue,5,5,noir,false,30000,5802,160,681
nissan,Almera 1.8,115,moyenne,5,5,gris,false,16450,5802,160,681
nissan,Almera 1.8,115,moyenne,5,5,bleu,false,16450,5802,160,681
nissan,Almera 1.8,115,moyenne,5,5,noir,false,16450,5802,160,681
nissan,Maxima 3.0 V6,200,très longue,5,5,blanc,false,30000,5802,160,681
nissan,Almera 1.8,115,moyenne,5,5,rouge,false,16450,5802,160,681
peugeot,1007 1.4,75,courte,5,5,rouge,true,9625,-3000,15,144
peugeot,1007 1.4,75,courte,5,5,noir,false,13750,-3000,15,144
peugeot,1007 1.4,75,courte,5,5,blanc,true,9625,-3000,15,144
peugeot,1007 1.4,75,courte,5,5,rouge,false,13750,-3000,15,144
peugeot,1007 1.4,75,courte,5,5,gris,true,9625,-3000,15,144
peugeot,1007 1.4,75,courte,5,5,gris,false,13750,-3000,15,144
peugeot,1007 1.4,75,courte,5,5,bleu,true,9625,-3000,15,144
peugeot,1007 1.4,75,courte,5,5,noir,true,9625,-3000,15,144
peugeot,1007 1.4,75,courte,5,5,bleu,false,13750,-3000,15,144
peugeot,1007 1.4,75,courte,5,5,blanc,false,13750,-3000,15,144
renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,true,34440,-6000,0,206
renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,true,34440,-6000,0,206
renault,Megane 2.0 16V,135,moyenne,5,5,rouge,true,15644,-6000,0,206
renault,Megane 2.0 16V,135,moyenne,5,5,blanc,true,15644,-6000,0,206
renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644,-6000,0,206
renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,true,34440,-6000,0,206
renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,true,34440,-6000,0,206
renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,true,34440,-6000,0,206
renault,Vel Satis 3.5 V6,245,très longue,5,5,gris,false,49200,-6000,0,206
renault,Vel Satis 3.5 V6,245,très longue,5,5,bleu,false,49200,-6000,0,206
renault,Vel Satis 3.5 V6,245,très longue,5,5,blanc,false,49200,-6000,0,206
renault,Vel Satis 3.5 V6,245,très longue,5,5,noir,false,49200,-6000,0,206
renault,Vel Satis 3.5 V6,245,très longue,5,5,rouge,false,49200,-6000,0,206
renault,Megane 2.0 16V,135,moyenne,5,5,gris,true,15644,-6000,0,206
renault,Megane 2.0 16V,135,moyenne,5,5,bleu,true,15644,-6000,0,206
renault,Laguna 2.0T,170,longue,5,5,gris,false,27300,-6000,0,206
renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300,-6000,0,206
renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300,-6000,0,206
renault,Laguna 2.0T,170,longue,5,5,noir,false,27300,-6000,0,206
renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300,-6000,0,206
renault,Espace 2.0T,165,longue,7,5,gris,true,21245,-6000,0,206
renault,Espace 2.0T,165,longue,7,5,bleu,true,21245,-6000,0,206
renault,Espace 2.0T,165,longue,7,5,noir,true,21245,-6000,0,206
renault,Espace 2.0T,165,longue,7,5,rouge,true,21245,-6000,0,206
renault,Espace 2.0T,165,longue,7,5,blanc,true,21245,-6000,0,206
renault,Espace 2.0T,165,longue,7,5,noir,false,30350,-6000,0,206
renault,Espace 2.0T,165,longue,7,5,bleu,false,30350,-6000,0,206
renault,Espace 2.0T,165,longue,7,5,rouge,false,30350,-6000,0,206
renault,Espace 2.0T,165,longue,7,5,blanc,false,30350,-6000,0,206
renault,Espace 2.0T,165,longue,7,5,gris,false,30350,-6000,0,206
renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350,-6000,0,206
renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350,-6000,0,206
renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350,-6000,0,206
renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350,-6000,0,206
renault,Laguna 2.0T,170,longue,5,5,gris,true,19110,-6000,0,206
renault,Laguna 2.0T,170,longue,5,5,bleu,true,19110,-6000,0,206
renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350,-6000,0,206
renault,Laguna 2.0T,170,longue,5,5,rouge,true,19110,-6000,0,206
renault,Laguna 2.0T,170,longue,5,5,blanc,true,19110,-6000,0,206
renault,Laguna 2.0T,170,longue,5,5,noir,true,19110,-6000,0,206
saab,9.3 1.8T,150,longue,5,5,blanc,true,27020,0,0,0
saab,9.3 1.8T,150,longue,5,5,rouge,true,27020,0,0,0
saab,9.3 1.8T,150,longue,5,5,gris,true,27020,0,0,0
saab,9.3 1.8T,150,longue,5,5,bleu,true,27020,0,0,0
saab,9.3 1.8T,150,longue,5,5,noir,true,27020,0,0,0
saab,9.3 1.8T,150,longue,5,5,gris,false,38600,0,0,0
saab,9.3 1.8T,150,longue,5,5,bleu,false,38600,0,0,0
saab,9.3 1.8T,150,longue,5,5,noir,false,38600,0,0,0
saab,9.3 1.8T,150,longue,5,5,rouge,false,38600,0,0,0
saab,9.3 1.8T,150,longue,5,5,blanc,false,38600,0,0,0
seat,Toledo 1.6,102,longue,5,5,blanc,false,18880,0,0,0
seat,Toledo 1.6,102,longue,5,5,noir,false,18880,0,0,0
seat,Toledo 1.6,102,longue,5,5,rouge,false,18880,0,0,0
seat,Toledo 1.6,102,longue,5,5,gris,false,18880,0,0,0
seat,Toledo 1.6,102,longue,5,5,bleu,false,18880,0,0,0
skoda,Superb 2.8 V6,193,très longue,5,5,gris,false,31790,-666,27,98
skoda,Superb 2.8 V6,193,très longue,5,5,bleu,false,31790,-666,27,98
skoda,Superb 2.8 V6,193,très longue,5,5,rouge,false,31790,-666,27,98
skoda,Superb 2.8 V6,193,très longue,5,5,noir,false,31790,-666,27,98
skoda,Superb 2.8 V6,193,très longue,5,5,blanc,false,31790,-666,27,98
volkswagen,New Beatle 1.8,110,moyenne,5,5,blanc,true,18641,-1714,23,96
volkswagen,New Beatle 1.8,110,moyenne,5,5,noir,true,18641,-1714,23,96
volkswagen,New Beatle 1.8,110,moyenne,5,5,bleu,false,26630,-1714,23,96
volkswagen,New Beatle 1.8,110,moyenne,5,5,blanc,false,26630,-1714,23,96
volkswagen,New Beatle 1.8,110,moyenne,5,5,noir,false,26630,-1714,23,96
volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,true,16029,-1714,23,96
volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,true,16029,-1714,23,96
volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,true,16029,-1714,23,96
volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029,-1714,23,96
volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,true,16029,-1714,23,96
volkswagen,New Beatle 1.8,110,moyenne,5,5,rouge,true,18641,-1714,23,96
volkswagen,New Beatle 1.8,110,moyenne,5,5,gris,true,18641,-1714,23,96
volkswagen,New Beatle 1.8,110,moyenne,5,5,bleu,true,18641,-1714,23,96
volkswagen,New Beatle 1.8,110,moyenne,5,5,rouge,false,26630,-1714,23,96
volkswagen,New Beatle 1.8,110,moyenne,5,5,gris,false,26630,-1714,23,96
volkswagen,Touran 2.0 FSI,150,longue,7,5,rouge,false,27340,-1714,23,96
volkswagen,Touran 2.0 FSI,150,longue,7,5,gris,true,19138,-1714,23,96
volkswagen,Touran 2.0 FSI,150,longue,7,5,bleu,true,19138,-1714,23,96
volkswagen,Touran 2.0 FSI,150,longue,7,5,gris,false,27340,-1714,23,96
volkswagen,Touran 2.0 FSI,150,longue,7,5,bleu,false,27340,-1714,23,96
volkswagen,Touran 2.0 FSI,150,longue,7,5,blanc,true,19138,-1714,23,96
volkswagen,Touran 2.0 FSI,150,longue,7,5,noir,true,19138,-1714,23,96
volkswagen,Touran 2.0 FSI,150,longue,7,5,rouge,true,19138,-1714,23,96
volkswagen,Touran 2.0 FSI,150,longue,7,5,blanc,false,27340,-1714,23,96
volkswagen,Touran 2.0 FSI,150,longue,7,5,noir,false,27340,-1714,23,96
volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540,-1714,23,96
volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200,-1714,23,96
volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200,-1714,23,96
volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540,-1714,23,96
volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,true,8540,-1714,23,96
volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200,-1714,23,96
volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540,-1714,23,96
volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200,-1714,23,96
volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200,-1714,23,96
volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540,-1714,23,96
volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900,-1714,23,96
volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900,-1714,23,96
volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900,-1714,23,96
volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900,-1714,23,96
volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,false,22900,-1714,23,96
volvo,S80 T6,272,très longue,5,5,bleu,true,35350,0,42,72
volvo,S80 T6,272,très longue,5,5,blanc,false,50500,0,42,72
volvo,S80 T6,272,très longue,5,5,noir,false,50500,0,42,72
volvo,S80 T6,272,très longue,5,5,rouge,false,50500,0,42,72
volvo,S80 T6,272,très longue,5,5,gris,true,35350,0,42,72
volvo,S80 T6,272,très longue,5,5,rouge,true,35350,0,42,72
volvo,S80 T6,272,très longue,5,5,blanc,true,35350,0,42,72
volvo,S80 T6,272,très longue,5,5,gris,false,50500,0,42,72
volvo,S80 T6,272,très longue,5,5,bleu,false,50500,0,42,72
volvo,S80 T6,272,très longue,5,5,noir,true,35350,0,42,72
